file,accession,prediction,probability,original_id,original_classification,DNA,LTR,LINE,SINE,Satellite,Structural_RNA,RC,PLE,Other,DNA/TcMar,DNA/PiggyBac,DNA/hAT,DNA/Merlin,DNA/MULE,DNA/Maverick,DNA/Kolobok,DNA/CMC,DNA/P,DNA/Harbinger,DNA/Dada,DNA/Crypton,DNA/Sola,DNA/Zator,DNA/Academ,DNA/IS3EU,DNA/Zisupton,DNA/Ginger,DNA/Novosib,LTR/ERV,LTR/Gypsy,LTR/DIRS,LTR/Pao,LTR/Copia,LTR/Caulimovirus,LINE/L1,LINE/R2,LINE/CR1,LINE/R1,LINE/I,LINE/RTE,LINE/Rex-Babar,LINE/Dong-R4,LINE/L2,LINE/Proto2,LINE/CRE,LINE/Dualen,LINE/Proto1,LINE/Tad1,SINE/7SL,SINE/tRNA,SINE/5S,SINE/U,RC/Helitron
../amphibians/spea_multiplicata-families.fa,rnd-1_family-13,DNA/hAT,0.9874083995819092,rnd-1_family-13#DNA/TcMar-Tc2,DNA/TcMar-Tc2,0.9999999,1.4484266e-07,1.42005635e-11,9.513919e-19,2.9273055e-09,2.2840647e-18,8.084304e-10,4.4192983e-15,1.5128111e-25,0.00022274732,0.00018446406,0.9874084,1.5982899e-07,2.7898807e-06,3.4153552e-12,9.3474344e-05,8.6233687e-10,2.9862363e-08,0.012085468,1.7170173e-16,1.2053944e-07,2.2581796e-11,9.733484e-13,1.16093e-13,2.3422458e-06,7.8912885e-21,7.1394774e-12,4.470893e-11,1.4469948e-07,2.771348e-13,1.428958e-10,5.2360256e-18,4.963167e-15,1.0308083e-22,1.4200145e-11,1.3529527e-18,3.6024364e-17,1.9337532e-19,6.012705e-17,1.0895912e-16,1.2602086e-21,1.7658264e-28,2.0888162e-16,2.0283461e-23,3.1208005e-18,9.27364e-22,9.243934e-30,9.504873e-20,3.1789417e-28,9.313224e-19,3.325782e-24,2.006622e-20,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-57,DNA/Harbinger,0.9425157308578491,rnd-1_family-57#Unknown,Unknown,0.97548395,0.024416571,9.3552e-05,1.0487932e-12,4.290684e-06,4.9495016e-13,4.2091133e-07,1.1643012e-06,1.1781734e-20,0.016148603,0.0038762933,0.012186072,9.965334e-10,3.878548e-07,3.1254424e-07,6.715433e-05,2.7680298e-05,0.00041915817,0.94251573,7.188458e-07,0.0002402175,5.6131046e-09,1.5953658e-16,7.983463e-09,1.5582951e-06,4.106038e-10,1.228673e-10,1.123104e-07,0.0028269389,8.4122585e-05,0.0215055,3.0218708e-10,9.588857e-09,7.748819e-20,5.957706e-05,1.3146524e-07,1.9794665e-05,1.275625e-07,1.1362346e-06,6.8098825e-06,4.066553e-06,1.8574325e-15,1.962378e-08,6.1203424e-11,1.8194627e-06,1.1195457e-09,1.0197438e-30,6.829934e-08,1.6648348e-18,1.0315717e-12,1.7003128e-14,2.1666894e-16,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-65,DNA/TcMar,0.9991600513458252,rnd-1_family-65#DNA/TcMar-Tc1,DNA/TcMar-Tc1,0.99916995,0.00039442742,0.00042246692,9.5172155e-08,1.1187567e-06,1.1194638e-07,7.5998437e-06,4.2896063e-06,5.689712e-16,0.99916005,4.659987e-06,1.8381113e-06,4.442279e-08,5.161139e-07,4.876096e-09,1.3520644e-06,3.4893915e-07,4.5938805e-07,5.4815608e-08,2.1793042e-08,1.5861738e-07,2.3226853e-07,1.9523516e-10,2.0614897e-07,2.6406297e-10,4.583046e-09,5.6970023e-10,4.4960004e-11,1.1515434e-05,0.0003082588,2.9925102e-05,9.779997e-06,3.4948076e-05,3.9608013e-12,0.00026492318,3.0956057e-06,2.6929586e-06,2.9295152e-05,5.3977386e-05,5.2946394e-05,1.06695675e-08,6.170845e-09,1.0528198e-05,2.852713e-07,3.01035e-06,1.1437843e-11,8.979805e-16,1.6955632e-06,8.108444e-14,9.495676e-08,2.1523992e-10,6.3790105e-14,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-111,DNA/TcMar,1.0,rnd-1_family-111#DNA/TcMar-Tc1,DNA/TcMar-Tc1,1.0,6.9725655e-28,2.0380312e-27,3.381261e-33,3.3199008e-32,1.2625213e-33,2.787574e-33,4.947069e-33,0.0,1.0,0.0,1.44e-43,7e-45,4.13e-43,0.0,2.1e-44,2.3463e-41,1e-45,0.0,3.2e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3498715e-35,6.8682297e-28,7.232576e-36,1.0185639e-29,2.478033e-31,0.0,2.0360864e-27,3.92425e-37,6.5007004e-36,8.820976e-34,4.5011855e-36,1.9445107e-32,1.08e-43,3e-45,1.9243672e-30,0.0,2.768893e-36,0.0,0.0,1.0464852e-35,0.0,3.381261e-33,7.479e-42,0.0,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-89,DNA/TcMar,0.9697767496109009,rnd-1_family-89#Unknown,Unknown,0.9936453,0.0041149408,0.0012871779,2.7609456e-05,3.3103206e-05,2.8230411e-07,0.00075455947,0.00013714789,4.3623633e-08,0.96977675,0.008317503,0.0010227776,0.000113215116,0.0032160257,0.00029944952,0.0022227769,0.0005129213,0.000112426125,0.0013318943,0.000100714045,0.00042067567,0.0042344187,5.6362052e-05,0.0003635936,0.0010478824,1.3082611e-05,0.00048282428,7.1865207e-09,4.8645932e-05,0.0029800683,0.00016555184,0.00037185385,0.0005486666,1.542731e-07,0.0005701915,4.281974e-06,0.00010818176,6.8314966e-06,5.7812547e-05,5.098559e-05,1.3997617e-05,4.396064e-09,0.00046625434,1.0341171e-06,5.723606e-06,1.0287305e-11,1.6097056e-14,1.8789519e-06,4.9252975e-09,2.7533335e-05,7.111227e-08,8.320414e-11,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-144,SINE/tRNA,0.3324142396450043,rnd-1_family-144#Unknown,Unknown,0.16409324,0.11397206,0.072227925,0.6336983,0.0041096085,0.0025527824,0.008540723,0.0007695165,3.5784356e-05,0.0065171034,0.0012499819,0.01712135,0.003160353,0.026461046,0.00027369856,0.0013515444,0.005701377,0.00056573487,0.058463916,0.0010215627,0.029065903,0.00059171463,4.2845557e-05,0.003834881,0.00010371083,8.054862e-05,0.00038225905,0.0081037,0.01960524,0.06577944,0.0073818164,0.0032903657,0.017907405,7.786682e-06,0.021814201,0.009315362,0.0019605502,0.004319091,0.00706771,0.0021074472,0.00015171066,0.00017870667,0.0019194979,0.021777192,0.0006612053,0.00045893635,4.7963265e-05,0.00044834573,0.027779512,0.33241424,0.17343605,0.10006852,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-150,DNA/hAT,0.9884909391403198,rnd-1_family-150#DNA/hAT-Ac,DNA/hAT-Ac,0.988929,0.01106643,3.820236e-06,5.69068e-10,2.92261e-09,7.307297e-14,8.836703e-07,3.1996998e-09,7.6887166e-14,0.00021533993,4.6346003e-08,0.98849094,1.6939375e-11,7.1853907e-07,1.0010488e-09,5.3158757e-08,3.0116002e-05,1.0067918e-08,0.00019162377,2.6712293e-10,1.5048502e-11,1.3072333e-09,5.5510093e-11,9.1768676e-08,1.969686e-10,1.2143808e-12,5.498889e-11,2.186997e-12,2.672969e-06,0.010073361,8.6281494e-07,1.8360372e-05,0.00097117154,1.9195706e-14,2.0676277e-06,2.9563119e-09,1.5060757e-06,3.0130545e-10,1.6165301e-09,1.876214e-08,2.9305271e-12,2.3275844e-14,2.1434363e-07,1.5077434e-09,1.2465681e-09,6.164391e-19,2.5873176e-22,5.7957337e-09,1.7501822e-14,5.6905053e-10,8.226099e-18,7.273026e-20,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-43,LTR/DIRS,0.4910969138145447,rnd-1_family-43#Unknown,Unknown,0.065837435,0.74024147,0.13957676,7.0242895e-05,0.00381667,9.653136e-06,0.043622673,0.0068227807,2.4075232e-06,0.0021149095,0.0017019741,0.014910995,6.123762e-07,0.0015374955,0.0039317994,0.00020543953,0.0061729783,0.0027254983,0.026036851,0.0010999644,0.0028576625,0.0001532649,9.0826705e-07,0.001993825,4.02951e-06,0.00021879253,1.9300906e-07,0.00017024604,0.045994453,0.17929395,0.4910969,0.021329667,0.0025218627,4.6136893e-06,0.052275952,0.024150174,0.0024181528,0.013126072,0.018275287,0.0010816113,5.0745733e-05,9.53229e-05,0.0028107564,0.0006645812,0.011829535,0.00071041915,4.6246678e-09,0.012088129,1.1805738e-06,5.9289603e-05,5.940866e-06,3.831856e-06,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-22,DNA/hAT,0.98960280418396,rnd-1_family-22#Unknown,Unknown,0.9912622,0.00615771,0.00086329936,3.1320617e-06,2.2487491e-05,9.862976e-10,0.0008208691,0.0008701857,2.677002e-10,0.0003688582,1.991991e-05,0.9896028,1.8585707e-06,1.444426e-05,3.6126306e-07,1.4883596e-05,1.1629334e-05,2.9175288e-05,0.0010606166,9.266353e-07,2.4760555e-05,5.6411977e-06,5.418613e-06,3.6633971e-06,9.237281e-05,2.3200096e-06,2.568727e-06,2.1208402e-08,0.0016572758,0.004028709,0.00037849467,5.329398e-05,3.9722192e-05,2.1482676e-07,0.00025554668,9.114548e-06,2.4356139e-05,8.9149944e-07,0.00014930392,7.84168e-05,4.505121e-07,4.7293156e-09,0.00034139457,4.0379481e-07,2.4525625e-06,4.2108636e-11,1.1431439e-13,9.634978e-07,2.242457e-08,3.094966e-06,1.3780533e-08,8.9076496e-10,0.0
../amphibians/spea_multiplicata-families.fa,rnd-1_family-18,LTR/ERV,0.2924880087375641,rnd-1_family-18#Unknown,Unknown,0.18175596,0.42816427,0.23634882,1.0766752e-05,0.0011538212,8.2229985e-07,0.009955513,0.14256665,4.340073e-05,0.024541654,0.00335052,0.020454507,5.1788655e-05,0.0057319244,0.0044169794,0.08444931,0.014640284,0.0037151675,0.00801756,0.00038631333,0.0013365569,0.005122476,0.00015666331,0.004625135,0.0006152792,0.00012095167,2.2873968e-05,1.6299722e-08,0.292488,0.08185356,0.021021377,0.013920325,0.015279994,0.0036009885,0.079660356,0.001105152,0.009402457,0.000548091,0.0039073974,0.019166501,0.0013180574,2.7851404e-05,0.11856494,0.00037172445,1.7291384e-05,4.1266117e-06,9.039772e-07,0.0022539764,3.6057468e-08,1.0565365e-05,2.9450643e-08,1.3587845e-07,0.0
