file,accession,prediction,probability,original_id,original_classification,DNA,LTR,LINE,SINE,Satellite,Structural_RNA,RC,PLE,Other,DNA/TcMar,DNA/PiggyBac,DNA/hAT,DNA/Merlin,DNA/MULE,DNA/Maverick,DNA/Kolobok,DNA/CMC,DNA/P,DNA/Harbinger,DNA/Dada,DNA/Crypton,DNA/Sola,DNA/Zator,DNA/Academ,DNA/IS3EU,DNA/Zisupton,DNA/Ginger,DNA/Novosib,LTR/ERV,LTR/Gypsy,LTR/DIRS,LTR/Pao,LTR/Copia,LTR/Caulimovirus,LINE/L1,LINE/R2,LINE/CR1,LINE/R1,LINE/Jockey-I,LINE/RTE,LINE/Rex-Babar,LINE/Dong-R4,LINE/L2,LINE/Proto2,LINE/CRE,LINE/Dualen,LINE/Proto1,LINE/Tad1,SINE/7SL,SINE/tRNA,SINE/5S,SINE/U,RC/Helitron
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-4,LINE/RTE,0.9997559189796448,rnd-1_family-4#LINE/RTE-BovB,LINE/RTE-BovB,5.9328427e-09,2.328426e-10,1.0,6.3294577e-23,3.503469e-15,1.4755412e-26,5.4606254e-11,2.5548184e-14,3.006933e-32,4.452996e-12,2.7470165e-10,5.3753646e-09,5.849529e-22,1.8145029e-11,1.4749948e-11,1.0354474e-11,4.6164704e-11,8.2745025e-13,9.357313e-11,7.489067e-12,8.564274e-12,1.233076e-12,4.0888313e-24,7.721996e-11,1.4874665e-17,1.2005787e-15,9.211622e-23,1.3884838e-15,5.470654e-14,2.3201972e-10,9.717915e-15,1.9419991e-13,5.642807e-13,1.8258134e-30,6.729944e-11,2.9946353e-08,9.744627e-08,2.8584687e-10,6.323051e-08,0.9997559,4.8602117e-10,1.5079549e-13,8.664136e-09,0.00024386791,1.1446708e-14,6.859634e-14,1.8178884e-22,2.0192622e-11,1.1201938e-32,1.1681775e-24,6.2126393e-23,6.462071e-30,5.4606254e-11
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-1,DNA/MULE,0.4162987768650055,rnd-1_family-1#LINE/RTE-BovB,LINE/RTE-BovB,0.6816214,0.26970705,0.016371546,1.630164e-11,0.00065023993,1.8508035e-11,0.031073643,0.00057612045,7.409734e-12,0.0039004355,0.10746174,0.0026261958,2.420915e-09,0.41629878,0.0045404434,0.0045790453,0.052845847,0.00074935093,0.012012736,0.02958936,0.032139808,0.002433941,7.173784e-08,0.011473773,6.6479984e-06,0.0009412715,2.1149497e-05,8.2023126e-07,0.002913036,0.24569398,0.010325986,0.009731467,0.0010425935,2.2483479e-11,0.0047414727,0.006601587,0.00034055763,1.2024326e-05,0.0013506161,6.54622e-05,2.4465415e-08,1.5445904e-06,8.4911284e-05,7.22184e-06,0.0031509125,5.0033664e-06,6.9067558e-15,1.0207855e-05,1.2119508e-17,5.856453e-12,1.0445014e-11,1.6164136e-16,0.031073643
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-115,LINE/CR1,0.9999287128448486,rnd-1_family-115#LINE/CR1,LINE/CR1,2.8681582e-09,1.9916958e-10,1.0,3.2602268e-23,2.411828e-14,9.6376604e-30,2.605162e-11,7.81265e-15,2.3986562e-22,2.5714296e-12,1.4955122e-14,1.4678527e-12,6.249626e-23,4.1564482e-10,2.3678945e-09,3.4851261e-13,6.2403506e-11,3.463244e-14,1.1320216e-11,2.698003e-12,1.3300359e-12,2.0558304e-13,1.9470454e-20,2.224275e-12,1.047025e-18,7.0488916e-18,5.642991e-22,2.684561e-22,2.7730032e-13,1.9324697e-10,6.0033914e-14,2.6517944e-12,2.933489e-12,1.0188117e-22,3.8033003e-09,5.6047883e-10,0.9999287,1.5529715e-10,7.608452e-06,2.614358e-08,2.4385034e-09,2.7228972e-12,6.368705e-05,1.2952375e-09,7.5110584e-10,4.4905957e-14,9.555233e-15,1.0942249e-09,8.403916e-32,2.921101e-23,3.3912535e-24,4.2084492e-30,2.605162e-11
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-109,LTR/Gypsy,0.23017752170562744,rnd-1_family-109#Unknown,Unknown,0.26084253,0.4688555,0.030594233,0.04422291,0.018865181,0.0019919535,0.15871623,0.015883192,2.829304e-05,0.06249311,0.0149241015,0.045738544,0.001305368,0.035495438,0.0036358964,0.009759191,0.020801507,0.0077649164,0.0119535625,0.0034831397,0.0063700187,0.008361242,0.0020796526,0.014332054,0.00441049,0.0041351123,0.003687461,0.00011173948,0.008495451,0.23017752,0.0046390244,0.16036695,0.06468843,0.00048815648,0.006324515,0.0016895613,0.0060820263,0.0017708156,0.002391081,0.0030450067,0.00020644897,0.0006749833,0.0044138967,0.0024827768,0.00035343482,8.969051e-06,1.1252221e-07,0.0011506077,0.0021156815,0.03899111,0.0029575727,0.00015854806,0.15871623
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-61,SINE/tRNA,0.9999970197677612,rnd-1_family-61#Unknown,Unknown,5.5287983e-09,4.6531562e-10,3.257889e-10,0.999997,4.157938e-11,4.778042e-07,1.2530412e-11,2.484814e-06,7.323549e-27,2.1292496e-10,3.037582e-12,3.3018381e-09,4.4646954e-20,6.1169e-11,1.23547565e-14,6.616772e-11,7.3477496e-10,6.802109e-13,1.1267457e-09,5.3780413e-12,1.5106295e-11,1.5096239e-15,2.4032974e-15,8.9159994e-13,6.360269e-14,4.5087276e-15,1.8317842e-19,8.055563e-17,2.8983071e-11,3.594682e-10,5.7169786e-11,1.7146763e-15,1.9692827e-11,2.5844444e-22,1.4140111e-11,3.3748056e-11,1.0874065e-12,1.7525417e-13,2.3648014e-10,4.014888e-11,1.5033015e-19,9.1977835e-18,1.7358908e-17,7.614106e-16,1.935449e-16,1.9546536e-21,4.5774413e-25,8.07786e-15,1.909388e-15,0.999997,4.587091e-18,1.1655101e-19,1.2530412e-11
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-87,LTR/Gypsy,0.9024792313575745,rnd-1_family-87#Unknown,Unknown,0.029966012,0.93273485,0.032408167,0.00022974865,0.00015887701,7.1673276e-06,0.0016965704,0.00279869,4.246248e-09,0.017373526,0.0032469984,0.0010425756,6.125506e-05,0.0035587205,0.00061120937,0.00069865165,0.001283873,0.00038749995,0.00067227194,0.00036971556,0.0003394759,0.00015225916,1.5027375e-06,6.74035e-05,7.7633216e-05,1.4281772e-05,7.145447e-06,1.0773669e-08,0.00087876,0.90247923,0.001105254,0.024703123,0.0035684977,5.5060866e-08,0.0011612554,0.00035309044,0.0050889193,0.009282485,0.00069909845,0.0057220515,1.42329645e-05,7.996577e-05,0.0076973657,0.0022263564,5.2041472e-05,9.232376e-10,1.877722e-14,3.130376e-05,1.6316416e-07,0.00021470447,1.4853796e-05,2.7196737e-08,0.0016965704
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-31,LINE/CR1,0.9999200105667114,rnd-1_family-31#LINE/CR1,LINE/CR1,1.5632658e-08,4.610418e-11,1.0,4.8930762e-24,2.7320588e-13,1.619949e-31,9.860475e-11,3.8751198e-14,2.3768017e-25,4.037782e-12,2.3629286e-13,1.1724295e-11,1.7819015e-24,4.288884e-09,8.64645e-09,2.2042576e-12,1.743867e-09,1.5746391e-12,3.8037663e-12,5.01798e-10,3.6671036e-10,2.3037414e-12,7.91521e-22,5.906446e-11,3.6290283e-18,4.48765e-18,3.740266e-21,2.0990597e-21,2.6011425e-13,3.713496e-11,9.986173e-14,3.8944555e-12,4.7147906e-12,6.556213e-26,1.9552289e-08,4.2266385e-10,0.99992,2.4240533e-11,2.9429623e-07,1.3857095e-07,7.154652e-10,3.1055334e-13,7.9657024e-05,2.6197498e-09,7.1860725e-12,1.08190475e-13,7.686236e-18,5.282054e-10,2.2115914e-33,6.8389566e-25,4.20918e-24,6.3816385e-31,9.860475e-11
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-85,LTR/Gypsy,0.8340919613838196,rnd-1_family-85#LINE/L2,LINE/L2,0.12693943,0.86451197,0.0077445735,2.60975e-12,8.633419e-07,2.4344367e-14,0.0002657792,0.000537317,5.5235895e-15,0.0005045025,0.0005546713,2.2601156e-05,2.803486e-10,0.05037549,0.07345182,5.3221834e-06,0.00072560005,4.2441375e-06,0.00037449275,0.0004667826,0.00015238035,2.5575806e-05,4.654418e-12,0.00025864172,1.4482268e-05,2.8276363e-06,1.293616e-10,2.168254e-15,2.8673578e-05,0.83409196,0.021264922,0.0042370413,0.00488936,2.5087922e-12,0.00307489,1.9883695e-05,0.0038472689,3.6878923e-06,0.0004677578,0.00020038814,6.1609146e-10,3.3999816e-09,0.00011577508,1.7503369e-06,1.2657324e-05,3.1164697e-14,1.3396924e-17,5.1136095e-07,1.4067924e-20,5.2176996e-13,2.0879709e-12,9.124361e-18,0.0002657792
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-73,LTR/Pao,0.48210564255714417,rnd-1_family-73#Unknown,Unknown,0.019842109,0.9163033,0.060071032,5.893477e-05,2.48543e-05,1.4453983e-05,0.0003913059,0.003293775,2.1552971e-07,0.002558144,0.0016324194,0.0018278762,4.040377e-05,0.0058499514,0.0018754303,0.00083935726,0.0022889061,0.0002870807,0.0014140853,0.00022296394,0.0005663712,0.000106976106,2.1699827e-06,0.00012483132,0.00019364887,9.320692e-06,2.1501717e-06,2.271714e-08,0.0029806257,0.42187843,0.0065441015,0.48210564,0.0027943717,1.1599336e-07,0.0013497382,0.00070740073,0.013401219,0.007267337,0.0005918101,0.02264328,0.0002717433,0.00020319353,0.0032043548,0.009939753,0.0003890758,1.0363496e-08,5.4550388e-12,0.0001021166,1.4810777e-07,5.827912e-05,4.9098355e-07,1.6560792e-08,0.0003913059
../flatworms-repeatmodler-results/dicrocoelium_dendriticum-families.fa,rnd-1_family-107,LTR/Gypsy,0.21063727140426636,rnd-1_family-107#Unknown,Unknown,0.3309466,0.52158934,0.12854905,1.0248176e-13,4.9788865e-05,3.799791e-15,0.0006904227,0.018174794,2.3852028e-11,0.00039374913,0.00045609014,1.4288221e-05,6.13017e-11,0.0036224108,0.3058757,2.3701155e-05,0.017560096,1.7073897e-06,0.00017337863,0.00086139137,8.708991e-07,7.703038e-06,3.04278e-11,0.0019545914,1.889727e-07,7.4774954e-07,1.9082897e-11,1.7042933e-16,0.05545175,0.21063727,0.10979992,0.014211773,0.13148864,7.2706614e-09,0.002194205,2.1477408e-05,0.0019774127,2.7858317e-05,0.12336286,3.138965e-05,2.416313e-09,6.311035e-08,0.00015341552,9.73992e-08,0.0005205217,5.3449996e-09,3.9476065e-11,0.00025975486,3.083383e-21,9.644492e-14,6.0351182e-15,1.7129279e-18,0.0006904227
