file,accession,prediction,probability,original_id,original_classification,DNA,LTR,LINE,SINE,Satellite,Structural_RNA,RC,PLE,Other,DNA/TcMar,DNA/PiggyBac,DNA/hAT,DNA/Merlin,DNA/MULE,DNA/Maverick,DNA/Kolobok,DNA/CMC,DNA/P,DNA/Harbinger,DNA/Dada,DNA/Crypton,DNA/Sola,DNA/Zator,DNA/Academ,DNA/IS3EU,DNA/Zisupton,DNA/Ginger,DNA/Novosib,LTR/ERV,LTR/Gypsy,LTR/DIRS,LTR/Pao,LTR/Copia,LTR/Caulimovirus,LINE/L1,LINE/R2,LINE/CR1,LINE/R1,LINE/Jockey-I,LINE/RTE,LINE/Rex-Babar,LINE/Dong-R4,LINE/L2,LINE/Proto2,LINE/CRE,LINE/Dualen,LINE/Proto1,LINE/Tad1,SINE/7SL,SINE/tRNA,SINE/5S,SINE/U,RC/Helitron
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-0,PLE,0.5397511720657349,rnd-1_family-0#Unknown,Unknown,0.17117263,0.22020093,0.041414566,7.851063e-05,0.0047062486,9.2343737e-07,0.022673894,0.5397512,1.1066684e-06,0.07328013,0.0036571552,0.02659005,2.1652855e-05,0.0132763935,0.0036361432,0.02080267,0.012531463,0.0029752972,0.0007602366,0.00046671214,0.0019097714,0.00302741,0.00014540895,0.002183685,0.0054096878,2.2941056e-05,0.0004757874,4.703584e-08,0.0048051765,0.14943963,0.0023471317,0.04645067,0.017044317,0.00011399627,0.0057525146,0.00048094112,0.012814876,0.00055826234,0.0038032355,0.010008663,8.8116976e-05,0.000376156,0.0065752375,0.0001185488,0.0005210042,3.6972274e-08,2.6828243e-08,0.00031694066,2.741142e-07,7.7948964e-05,2.7906515e-07,8.49395e-09,0.022673894
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-21,LTR/Gypsy,0.2666001617908478,rnd-1_family-21#Unknown,Unknown,0.10562315,0.52420074,0.26705188,0.003920834,0.030389434,0.00019486627,0.040486854,0.028089406,4.271768e-05,0.020739906,0.0011969295,0.0047139833,6.8175505e-05,0.011952607,0.0027869614,0.018077785,0.004728618,0.0016707407,0.0062644607,0.0022994934,0.009559712,0.004439613,0.0016046951,0.011496035,0.0006407194,0.0027035056,0.0006178382,6.137191e-05,0.045552343,0.26660016,0.013355679,0.08564692,0.09168679,0.021358859,0.020991366,0.038003888,0.01234572,0.014139888,0.04321344,0.038062032,0.0036804185,0.052791044,0.019509993,0.00574141,0.0021653231,0.0018200204,0.0005530165,0.01403427,0.00035784568,0.0023540775,0.0010890795,0.000119831195,0.040486854
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-13,LTR/Gypsy,0.20596003532409668,rnd-1_family-13#Unknown,Unknown,0.24833931,0.43119547,0.14721163,0.022124697,0.02137623,0.004161059,0.06211622,0.059630234,0.0038451809,0.039609574,0.015678907,0.023679081,0.0022371598,0.027072828,0.010816904,0.011118853,0.019614207,0.005600614,0.015739338,0.012152491,0.0068652607,0.014397969,0.0046474785,0.018953618,0.0035609861,0.010177424,0.005624171,0.0007924441,0.03545057,0.20596004,0.018400608,0.07251401,0.08562938,0.013240897,0.031003356,0.008872307,0.019756459,0.010441368,0.014972936,0.014069695,0.003375356,0.005925027,0.015373508,0.007964186,0.0068033887,0.0011205757,0.00016058341,0.0073728766,0.0017415417,0.0117647555,0.0072936323,0.0013247688,0.06211622
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-60,PLE,0.9963430762290955,rnd-1_family-60#LINE/Penelope,LINE/Penelope,0.002290362,0.0007057964,0.00025500468,1.5748751e-12,3.5021486e-07,1.1374875e-13,0.00040540742,0.9963431,6.4386024e-10,4.8573835e-05,1.6559972e-05,2.5391724e-05,4.7618904e-08,7.1008726e-05,0.00020072405,0.00061591895,0.0009631787,5.551939e-06,3.136291e-05,7.972628e-08,5.147707e-06,1.1217279e-05,3.8792263e-05,9.2341026e-05,0.00016282515,3.982267e-09,1.6364927e-06,4.1420297e-14,3.088775e-06,0.0005739806,5.6138956e-06,0.00010827421,1.4801701e-05,3.7164654e-08,2.3095072e-05,8.003823e-06,2.768854e-05,4.717371e-06,3.999687e-05,0.00010371827,9.1103e-09,1.0697083e-06,4.1727388e-05,2.1823007e-06,2.5107731e-06,1.2486683e-12,2.0606544e-10,2.8526466e-07,1.4423366e-16,1.4178441e-12,1.5671732e-13,1.694361e-16,0.00040540742
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-88,LINE/CR1,0.9999996423721313,rnd-1_family-88#LINE/CR1,LINE/CR1,1.0815261e-11,6.1492787e-13,1.0,1.4311688e-27,6.645696e-17,3.3643e-35,7.341087e-14,4.5458055e-17,4.935768e-22,4.6463807e-17,1.6731734e-18,4.7534674e-16,1.4858631e-28,3.6271257e-13,1.0449061e-11,8.8306454e-17,2.6138236e-15,1.517799e-16,9.578149e-18,7.437198e-17,1.05488325e-17,8.625317e-19,1.0610827e-24,1.513156e-17,1.0812949e-20,3.4411686e-24,4.6540914e-27,1.6268791e-28,3.3560574e-14,5.154142e-13,8.638847e-16,1.4860543e-15,6.360314e-14,3.0321196e-21,3.0526004e-10,7.779662e-12,0.99999964,4.8796394e-11,3.9086032e-07,1.0326977e-08,3.8071303e-11,1.9361989e-14,4.1162913e-08,3.728427e-11,2.4866348e-15,8.679965e-16,5.2375578e-14,3.39954e-11,6.1552607e-37,1.4274618e-27,3.7068746e-30,1.4161239e-34,7.341087e-14
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-67,LTR/Copia,0.34058231115341187,rnd-1_family-67#Unknown,Unknown,0.25943393,0.7057153,0.011881724,3.5901416e-05,0.00014410807,1.1677724e-07,0.013139698,0.009644337,4.9243818e-06,0.069289245,0.00025996118,0.0128693925,7.552268e-05,0.10136675,0.029472537,0.0022682296,0.018404622,0.00052125566,0.015151377,0.000107363034,0.0014885219,0.0018790821,7.4040363e-06,0.0026458548,0.0005149328,3.1370925e-07,0.0031114954,5.764097e-08,0.0017089365,0.33278674,0.00094311294,0.02380817,0.3405823,0.005886008,0.0026502635,0.00036998806,0.0021535354,8.7178356e-05,0.00045876787,0.0018972107,7.616292e-05,9.281991e-05,0.0038230019,1.5942647e-05,0.00020115174,2.4526114e-08,3.970814e-07,5.527839e-05,5.5986444e-08,3.5684603e-05,1.5873842e-07,2.0893518e-09,0.013139698
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-62,LTR/Gypsy,0.9598420262336731,rnd-1_family-62#Unknown,Unknown,0.0015635589,0.9943568,0.0033549285,8.663314e-08,5.015833e-07,7.609137e-12,0.00031931646,0.00040468646,3.3139086e-10,6.170142e-05,2.8456361e-05,0.0004402079,6.1859765e-08,4.719889e-05,0.0001426632,5.3495305e-06,0.0006035405,6.5818804e-06,0.000105181905,3.6258025e-06,0.00011315905,8.065822e-07,2.0481866e-11,2.6647224e-06,1.9963597e-06,3.5179147e-07,1.1188198e-08,1.7003445e-13,0.00033914243,0.959842,7.225457e-05,0.006935043,0.02716737,1.0297668e-06,0.0001104472,7.16268e-07,0.0026806926,1.9806237e-06,1.8880796e-06,0.00018621133,6.987251e-06,1.6963433e-08,0.00033214028,3.3072032e-05,5.180531e-07,1.225502e-11,4.4182404e-14,2.581948e-07,2.424662e-10,8.638552e-08,5.0107887e-12,1.4738345e-13,0.00031931646
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-51,DNA/hAT,0.2939857840538025,rnd-1_family-51#Unknown,Unknown,0.55760974,0.27527884,0.059838682,8.480942e-05,0.0028540073,7.4472423e-06,0.090199016,0.0140704075,5.711641e-05,0.030965164,0.018053165,0.29398578,0.00432418,0.025850523,0.004298277,0.069637746,0.026627915,0.026049707,0.0036535305,0.0015558143,0.0033381071,0.008719588,0.016382309,0.00962963,0.011417602,0.00030197413,0.0027784922,4.0246596e-05,0.052365445,0.10910731,0.010511097,0.081250645,0.021545464,0.000498886,0.008518837,0.0008581169,0.0085038,0.0007156889,0.0028344959,0.0073282067,2.1612015e-05,0.00014589816,0.028756257,0.00092737883,9.1427675e-05,3.610404e-08,1.8722574e-07,0.0011367431,2.1096873e-06,8.248293e-05,2.4915124e-08,1.9187998e-07,0.090199016
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-82,DNA/Maverick,0.5901759266853333,rnd-1_family-82#LINE,LINE,0.97873366,0.010253294,0.0011554091,3.5764152e-11,4.92182e-06,2.7233773e-12,0.008706912,0.0011385684,7.12381e-06,0.002066012,1.8272198e-05,0.00041479984,2.5546133e-06,0.37722084,0.5901759,0.00040604282,0.006778368,0.00018287162,0.0009900514,4.7389026e-06,7.348389e-05,9.224466e-06,1.5470754e-08,0.00011239158,0.00026041665,1.7159884e-07,1.7500288e-05,7.343479e-14,3.363084e-06,0.00838158,4.2530053e-05,1.0672144e-05,0.0018150468,1.0110717e-07,0.0001592389,8.857804e-06,0.0008202144,2.3163443e-06,3.1137333e-05,4.2257976e-05,1.8671202e-09,3.9568914e-07,8.5161155e-05,1.5680826e-06,4.1982953e-06,2.7556731e-14,1.3281875e-13,6.140743e-08,2.7274446e-18,3.5427807e-11,3.3633263e-13,7.315193e-18,0.008706912
../flatworms-repeatmodler-results/schistosoma_japonicum-families.fa,rnd-1_family-26,LINE/RTE,1.0,rnd-1_family-26#LINE/RTE-BovB,LINE/RTE-BovB,6.0053814e-15,1.2243426e-15,1.0,2.6673304e-32,1.2513361e-24,1e-45,4.4825863e-19,2.6093446e-22,9.80096e-40,2.6644331e-18,3.784056e-22,5.9337466e-15,1.5368986e-34,1.0544863e-19,9.849954e-19,9.715569e-20,6.4808436e-17,4.0001546e-25,5.3861765e-21,8.320019e-23,3.779843e-22,2.2294954e-20,4.5007577e-32,2.945728e-18,2.3025832e-29,7.072972e-30,1.2836132e-33,1.5934046e-33,1.06480356e-19,8.4214435e-16,4.475229e-21,6.327393e-17,3.1881328e-16,8.919846e-34,1.6627057e-14,2.4941501e-15,9.462466e-16,5.1626956e-18,4.6703635e-15,1.0,7.439551e-20,3.774068e-19,9.632395e-17,3.0129052e-16,4.0733645e-21,1.0539448e-22,1.597531e-24,6.7329656e-17,4.1397e-41,5.275521e-34,2.614575e-32,1.01552e-40,4.4825863e-19
